product_id,product_name,ingredients_text,country,country_group
2.91E+14,Skillet Gnocchi à poêler,"gnocchi mashed potatoes (water, potato flakes, turmeric), durum wheat semolina, canola oil, salt, filling cheeses (mozzarella, emmental, comte (milk ingredients, modified milk ingredients, bacterial culture, salt, enzymes, calcium chloride, rennet)), creme fraiche (cream, bacterial culture), greek yogurt (skim milk, cream, milk protein, bacterial culture), durum wheat semolina, potato flakes, canola oil, flavours, modified potato starch, salt, yeast extracts, contains wheat, milk, ingredients gnocchi puree de pommes de terre (eau, flocons de pommes de terre, curcuma), semoule de wheat dur, huile de canola, sel garniture fromages (mozzarella, emmental, fromage blanc% (15%)",France,EUwest
2.91E+14,Oat fat low bio,"water, oat (10%) , rapeseed oil, sea salt",Germany,EUwest
2.91E+14,Low carb crackers linseed,"flax seed flour (21%), linseed broken (11%), wheat luts, broken sunflower seeds, sesame seeds, lupine, rapeseed oil, bakers yeast, salt, wheat flour",Netherlands,EUwest
2.91E+14,Crispy toast,"wheat flour (gluten), vegetable oils (palm, sunflower), yeast, sugar, salt, dextrose",Netherlands,EUwest
2.91E+14,Shrimp and zucchini risotto,"carnaroli rice (88%) , zucchini (4.8%) , shrimp (1.2%) , natural sea salt, rice flour onion , celery , carrot , parsley , leek extra virgin olive oil, garlic, garlic , starch of corn , miso (soy , rice , water, salt, koji), yeast extract, spices",France,EUwest
2.91E+14,Striped cuts,ble hard quality semolina (100%),France,EUwest
2.91E+14,Raspberry & cranberry dark,"sugar, cocoa mass, cocoa butter, cranberries, raspberries, butter grease, milk sugar, lean milk powder, fructose glucose syrup, wheat flour, glucoses syrup, maltodextrin, aromas, rice flour (soy alcohol), wheat fibers, vegetable fat (palm, sunflower) kebab, gelling agent (pectin), acid gulcors (apple acid, citronic acid), wheat strength, modified thickness, baking agent (sodium carbonate), salt, coloring concentrates (carrot, currant, blueberry), thickener (sodium alginate)",Germany,EUwest
2.91E+14,Our gold pieces - wheat rolls,"wheat flour, water, barley malt flour, iodized dining salt (dining salt, potassium iodate), yeast, sugar, herbal oil (rapeseed)",Germany,EUwest
2.91E+14,Coconut petals,"dried coconut (90%), sugar, salt",France,EUwest
2.91E+14,Double Delight Cereal,"wheat flour, sweetening maltitols, oleic sunflower oil, wheat starch, inulin, cocoa degreased powdered (3.3%) , skim milk powder, tapioca dextrin, lifting powders sodium carbonates and ammonium carbonates,sea salt, natural aroma, emulsifying sunflower lecithins",Belgium,EUwest
2.91E+14,Durum wheat fine semolina,durum wheat semolina,France,EUwest
2.91E+14,Bio full spaghetti n ° 3,full semolina of grano hard,Switzerland,EUwest
2.91E+14,The puff pastry,"wheat flour, butter (24%), skim milk powder, poppy (4%), yeast, salt, barley malt extract",Switzerland,EUwest
2.91E+14,Chicken and merguez couscous,"water, chicken meat (20%) , durum wheat semolina (15%) , merguez (9.5%) (beef, sheep meat, water, spices and aromatic plants, milk protein salt, egg white, salt), carrots, zucchini, turnips, hydrated chickpeas, celery, tomato puree, crushed peeled tomatoes, butter, spices and aromatic plants, wheat flour, starch, rapeseed oil, salt, sugar, natural aroma",France,EUwest
2.91E+14,Plant-Based Tiramisu,"water, glucose syrup, rice preparation (20%) (water, rice (17%) , sunflower oil, table salt), biscuit floor (11%) (potato thickness, sugar, soy products fermented (water, soybeans, lactic acid bacteria), field bean protein, water, tapioca, emulsifier e471, baking agent e450 and e500, table salt, dyes e160a), coconut oil, sugar, inulin, marsala (1.6%) (wine) , legumes (beans white, chickpeas, lentils yellow, yellow), ethyl alcohol (1.3%) , cocoa powder, soluble coffee (0.8%) , citrus fibers (lemons, lime), natural flavors, thickener e407, emulsifier e471, coffee extract, dyes e160a",Switzerland,EUwest
2.91E+14,Baked,"wheat flour, potato flakes (including sulfites), sunflower oil, glucose syrup, starch, aromatizing base olive oil and herbs (salt, yeast extract, dextrose, smallness powder, sugar, powdercheese (milk), herbs (basil, parsley, oregano), garlic, olive oil, aromas, coloring (curcumin)), lifting powders (sodium bicarbonate, calcium phosphate), emulsifying (soy lecithin)",Switzerland,EUwest
2.91E+14,Leaf-herb baguette,"wheat flour, water, herbal butter (22%) (butter preparation) (butter, onset, parsley, garlic, salt, herbs, spices, starch, lemon juice concentrate, knobla extract), butter, yeast, salt, sugar, sugar, wheat glut, acid regulator sodium hydroxide",Germany,EUwest
2.91E+14,"Blueberry flavored muffin mix mug cakes, blueberry","sugar, whole wheat flour, wheat flour, palm oil, dried blueberry crumbles, leavening (baking soda, monocalcium phosphate, sodium aluminum phosphate), natural flavor, salt, eggs",France,EUwest
2.91E+14,Chocolate chocolate and hazelnut cookies,"wheat flour, sugar, fresh barrel butter (18%) , chocolate pearls (12%) (sugar, cocoa paste, cocoa butter, emulsifier soy lecithin, vanillin), hazelnuts (10%), whole egg egg, egg yolk, guerande salt, lifting powders (disodium diphosphate, sodium acid carbonate, wheat starch, wheat flour), stabilizing sorbitol, invert sugar syrup",France,EUwest
2.91E+14,White basmati organic rice,riz basmati,Switzerland,EUwest
2.91E+14,Cinnamon churros,"wheat fabric flour (38%), sugar, rice fabric flour (15%), rice flour, sunflower oil, dining salt, filler (calcium carbonate), cinnamon, dye (beta-carotene), antioxidant (strong tocopherol-containing extracts), natural aroma",Germany,EUwest
2.91E+14,Tradicional pasta to the bronze tagliatelle romero,durum wheat semolina,France,EUwest
2.91E+14,Couscous salad with peppers and raisins,"couscous rushed (59%) (durum wheat, water), peppers (12%) , raisins (7%) , rapeseed oil, tomatoes (4.6%) , brandy vinegar, sugar, dining salt, native olive oil extra, onions, herbs, mint, spices, lemon juice concentrate, thickener flour)",Germany,EUwest
2.91E+14,Grissini Sesame 6x350g Vita Vigor,"wheat flour and sesame seeds (496),extra virgin olive oil (4%), sea salt, fresh yeast flour malted wheat",France,EUwest
2.91E+14,Nan Berenji,"rice flour, wheat flour, sugar, vegetable oil, egg white, rose water, cardamom",Germany,EUwest
2.91E+14,Knight's Sports Knusperflakes,"sugar, cocoa butter, cocoa mass, corn (11%), whole milk powder, lactose, lean milk powder, butter pure fat, emulsifier lecithine (soy), salt, barley malt extract",France,EUwest
2.91E+14,Togolese,"sugar, grated coconut (33%) , egg white",France,EUwest
2.91E+14,Hazelnut dough,"sugar, rapeseed oil, hazelnut (3%), lean cocoa in powder, whole powdered milk, cocoa butter, powdered lactrum, emulsifier sunflower lecithins), aroma",France,EUwest
2.91E+14,Dinkel Doppel Keks Zartbitter,"spelt flour (45%) , cane sugar, palm fat, cocoa powder (8.6%) , sea salt, raising agent sodium bicarbonate, ground bourbon vanilla bean",Germany,EUwest
2.91E+14,Spelt & Banana Biscuits,"spelt wheat flour (64%), rice syrup, sunflower oil, banana powder (3%), vitamin b1",France,EUwest
2.91E+14,Organic toast &quot;The Flower Bread&quot;Chestnuts,"rice flour , chestnut flour (30%), sea salt, (",France,EUwest
2.91E+14,Milk chocolate xl cookies,"sugar, phewmjol , palm oil, helm milk powder , cocoa mass, cocoa butter, whey powder (milk), baking powder (ammonium hydrogen carbonate, sodium hydrogen carbonate, betriumdifosfat), salt, salt, emphasis (salt",Germany,EUwest
2.91E+14,10 Pure Galetttes Black,"water, black wheat flour after cooking (47%)), guerande salt, sunflower oil",France,EUwest
2.91E+14,Molenstone Organic wheat flour,wheat flour,Netherlands,EUwest
2.91E+14,Broken pea pasta,broken pea flour,Belgium,EUwest
2.91E+14,The good spaghetti,"duration semolina, fresh egg (10%)",France,EUwest
2.91E+14,Crackers,"wheat flour 73, (5%) , vegetable fat, sugar, glucose-fructose syrup, carbonate of sodium acid pyrophosphate, orthophosphate, monocalcium carbonate acid ammonium salt to 1, (9%) , barley flour, malted",France,EUwest
2.91E+14,Breadsticks with Kalamata Olives,"wheat flour, olives of kalamon variety (20%) (olives, water, salt, vinegar, oregano, acidity regulator lactic acid), greek olive oil (11%) , traditional leaven, water, sunflower oil, yeast, salt",Germany,EUwest
2.91E+14,Tortelloni Tomate & Mozzarella,"durum wheat semolina, water, tomatoes (9%), egg , wheat flour, double concentrated tomato (3%), mozzarella (2.5%) (milk), iodized salt (salt, potassium iodate), dried tomatoes (1%), spices, sunflower oil, basil, sugar",France,EUwest
2.91E+14,Mini chocolate biscuits (with whole milk chocolate),"wheat flour, sugar, palm oil, cocoa butter, cocoa mass, lean milk powder, glucose syrup, whey product, butter grease, butter, dining salt, lactose, baking agent sodium carbonates,emulgator lecithine (contains soy),flavors (contains milk), acidic citric acid,chicken full powder",Germany,EUwest
2.91E+14,Flagger,"higher quality durum semolina (87.5%) (origin italy), water,traces of soybeans",France,EUwest
2.91E+14,Wheat flour type 1050,wheat flour type 1050,Germany,EUwest
2.91E+14,Penne - Alsace pasta,"higher quality blus semolina, eggs high outdoor chicken costs or 320 g per kilo of semolina (30%)",France,EUwest
2.91E+14,Arbbiata flavor crust,"croutons (ble flour, sunflower oil, wheat gluten, salt, sugar, yeast), olive oil, flavoring (paprika, tomato, salt, grilled onion, red pepper, strong pepper, caramelizing sugar, bright garlic (oilde sournsol, extract of rosemary), yeast extract, olive oil, green olive (salt, olive oil, rosemary extract), provence herbs)",France,EUwest
2.91E+14,My 1st vanilla cookie,"wheat flour (59.4%) (gluten), cane sugar and quot, (18.6%) , wheat starch and quot, (gluten), rapeseed oil (13.5%) , whole eggs (2.7%) (egg), lifting powders (sodium carbonates, potassium tartrate), natural vanilla aroma, bi vitamin,and quot",France,EUwest
2.91E+14,Original Nature,"complete wheat (50.9%) , rice (37.3%) , sugar, full oatmeal (7.1%), inverted sugar syrup, barley malt extract, calcium carbonate, salt, glucose syrup, molasses, emulsifier mono and diglycerides of fatty acids, antioxidant extract rich in tocopherols,iron, vitamins b3, b5, b6, b2, b9",Belgium,EUwest
2.91E+14,Elbows,"semolina, durum flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid",Germany,EUwest
2.91E+14,Oat malt fine,whole -grain flock of biological origin,Belgium,EUwest
2.91E+14,Crispeas - sel de mer,"pea flour (66%), toumesol oil, corn flour, rice flour, natural flavor, sea salt",France,EUwest
2.91E+14,"Breakfast biscuits, cinnamon brown sugar","whole grain blend (rolled oats, rye flakes), enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid), canola oil, sugar, whole grain wheat flour, brown sugar, malt syrup (from corn and barley), invert sugar, baking soda, salt, soy lecithin, disodium pyrophosphate, cinnamon, datem, natural flavor, ferric orthophosphate (iron), niacinamide, molasses, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1)",France,EUwest
2.91E+14,Lot spaghetti pasta cooking 3min x3,"durum wheat semolina, water",France,EUwest
2.91E+14,Middle Greek Krini Pepperoni,"greek pepperoni, water, sugar, salt, vinegar, acidity regulator e330, preservative e211, e224 (sulfite)",Switzerland,EUwest
2.91E+14,Crispy fiber tartine,"complete seigle flour (57 g), sound of wheat (27 g), flakes of avoine (13 g), seeds of sesame (7.9 g), germ of wheat , salt, in g for 100 g of product",Belgium,EUwest
2.91E+14,Polenta Semolina of fine grinded corn,gluten -free grain semolina,Germany,EUwest
2.91E+14,Lucky Charms Treats,"cereal (whole grain oats, sugar, oat flour, corn syrup, corn starch, salt, trisodium phosphate, natural and artificial flavor, vitamin e (mixed tocopherols) added to preserve freshness, vitamins and minerals calcium carbonate, zinc and iron (mineral nutrients), vitamin c (sodium ascorbate), a b vitamin (niacinamide), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamin mononitrate), vitamin a (palmitate), a b vitamin (folic acid), vitamin b12, vitamin d3), confectionery coating (sugar, palm kernel oil, whey powder, soy lecithin), corn syrup, marshmallows (sugar, corn starch, dextrose, corn syrup, gelatin, color (yellow 5, blue 1, red 40, yellow 6), artificial flavor), crisp rice (rice flour, barley malt extract, salt), canola oil, fructose, high fructose corn syrup, sugar, vegetable glycerin (2%), maltodextrin, sorbitol, calcium carbonate, gelatin, salt, artificial flavor",France,EUwest
2.91E+14,Delikatess Krusten Schikenbraten,"crust (enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid, malted barley, ascorbic acid), water, soybean oil, yeast, sugar (2%), salt, non fat dry milk, malted barley, dextrose), mozzare",France,EUwest
2.91E+14,Full semolina spirals,full durum wheat semolina,Switzerland,EUwest
2.91E+14,Gaudrioles Caramel,"basic ingredients t55 wheat flour, butter, sugar, roasted corn flour, whole eggs, caramel aroma (0.75%)",France,EUwest
2.91E+14,Semi-complete penne,semi-complete semolina of wheat biological hard,France,EUwest
2.91E+14,Crunchy müsli,"full cereals (67%) (full barley, full oats, full rye), dates, sunflower oil, apple (4%), wheat flour, banana puree, carrot (3%), raspberry (1%), natural aromas, salt, barley malt extract",France,EUwest
2.91E+14,Panzani macaroni 3 minutes 1kg,durum wheat semolina of superior quality (100%),France,EUwest
2.91E+14,Citizens of Swabian egg Knöpfle,"flour (wheat flour, spelled flour), drinking water, fresh egg (18%), rapeseed oil, dining salt, acidic citronic acid",Germany,EUwest
2.91E+14,Whole grain oatmile,oatmeal,Switzerland,EUwest
2.91E+14,Toasted muesli canberry macadamia,"oats (26%) , honey (12%) , rolled barley (9%) , macadamia oil (8%) , shredded rice bran (rice flour, rice bran, prune juice), macadamia (7%) , sunflower kernels, barley bran (5%) , oat bran (4%) , dried cranberries (3%) , currants (3%) , sultanas (3%) , wheatgerm, pumpkin kernels, cinnamon",France,EUwest
2.91E+14,Soetti,"wheat flour, salt, rapeseed oil, sugar, yeast, wheat malt, sodium hydroxide",Austria,EUwest
2.91E+14,Waffle bags,"wheat flour, sugar, coconut oil, emulsifier (lecithine (soy)), dining salt, aroma",Germany,EUwest
2.91E+14,Cancelli to the clementine,"wheat flour, sugar, sunflower oil, eggs, lifting powder (disodic diphosphate, sodium adde carbonate), candied clementines (1%) , aroma",France,EUwest
2.91E+14,Fusilli rice and organic spinach,"rice flour , spinach powder (2%), water (",Belgium,EUwest
2.91E+14,Großblatt oatmeal whole grain,oatmeal,Germany,EUwest
2.91E+14,Beez nergy cake +,"hautes-pyrenees corn flour, cane sugar , chestnut flour , spices (1.2%) (cinnamon , anise , ginger , coriander , cardamom , clove), pollen (0.9%), hemp seeds (0.9%), sodium bicarbonate,this kit also includes a jar of chestnut honey of 70g",France,EUwest
2.91E+14,Breton peasant - 6 pancakes,"crepe (80%) (flour of wheat (26%) , milk frais pasteurized (19%) , sugar, eggs whole pasteurized (13%) , bereur re fresh (4.5%) , dextrose, salt), garnish (20%) (caramel tosalted butter (18%) (sugar, glucose syrup, bereur salty (2.9%) , creme , water), bereur pastry chef)% ages expressed on the garnished pancake, eggs of high air in the open air",France,EUwest
2.91E+14,Vegan pizza kaseri grated,"water, refined coconut oil modified potato starch (23%), modified tapioca starch, salt, herbal flavors, olive extract, b-carotene pigment",Netherlands,EUwest
2.91E+14,Sesame grilled toast aperitif,"wheat flour, sesame seeds (7.9%) , yeast, salt, barley malt, wheat malt, emulsifier soy lecithins, flour treatment agent ascorbic acid",France,EUwest
2.91E+14,Complete organic farfalles,complete durum wheat semolina,France,EUwest
2.91E+14,Cereal flakes fruit,"flakes of rice and wheat (75%) (full wheat, rice, full wheat flour, sugar, barley malt extract, kitchen salt, vitamins (b1, b2, pantothenic acid, b6, biotin, folic acid, b12,niacine), iron), raisins (13%) (with sunflower oil), banana crisps (7%) (bananas, coconut oil, sugar, aroma), pineapple pieces (3%) (pineapple, sugar, antioxidant citric acid) , coconut (2%), apples (0.5%) (with sulfur anhydride)",Switzerland,EUwest
2.91E+14,Creative bites to garnish,"wheat flour, concentrated butter, sunflower oil, water, salt, sugar",France,EUwest
2.91E+14,Mini Elisen &quot;Every Day&quot; mit Marzipan,"oil seeds (mandeln , haselnunt , walnusen), sugar, chocolate (cocoa mass, sugar, cocoa butter, emulsifier sunflower lecithe , dried fig, orange peel eritrockeniweiss , moisture kit sorbit,spices (contained cinnamon), potato strength, milcheiweiss , caramel sugar syrup, blossom honey, salt, baking agent sodium hydrogen carbonate,lemon juice concentrate, wax corn starch, natural aroma",Germany,EUwest
2.91E+14,Muesli aux figues pecan et cranberries,"complete oatmeal (71%) , dried figs (1a% figs, rice flour), wheat ice cream (5%), coral lenses, pecan (3.5%), hemp seeds, dried cranberries (1%)",France,EUwest
2.91E+14,Bite me apple pear,"bananas (38%) , pear juice concentrate (20%) , apple juice concentrate (17%) , full grain flour, corn, sunflower oil, wiper (wheat flour, starch), iron sulfate",Germany,EUwest
2.91E+14,Albert Heijn American Pancakes,"wheat flour, palm oil, water, free -range egg, sugar, whey powder, acidity regulator (citric acid, e262, e325), rijsmugel (e341, e500), salt, emulsator (lecithin), natural vanillearoma, natural aroma (milk)",Netherlands,EUwest
2.91E+14,Organic full spelled spirals - 500g - Naturata,whole grain spelled flour,Germany,EUwest
2.91E+14,Flambée pie dough,"wheat flour, water, fats and vegetable oils (palm, rapeseed), ethanol, kitchen salt, concentrated lemon juice, dehydrated sourdough (wheat)",Switzerland,EUwest
2.91E+14,Spinach wheat tortillas,"wheat flour (58%), water, vegetable oils (palm, rapeseed) in variable proportions, vegetable fat (palm), moisty e422 powdered spinach (1.7%), cooking mixture glucose, salt,powders to lift,e450, e500, emulsifier e471, 20 stabilizing e415, conservative agents e202, e282,natural coloring e141",France,EUwest
2.91E+14,Discoverer muesli fruit,"full-grain flakes (68%) , sauerkirsch stars (10%) (whole grain wheat flour , wholemeal flour , corn flour , rohrohrohrzucker , apple juice concentrate , beetroot powder , sour cherry juice concentrate), apple-johannisbeer rings (8%) (wheat flour , corn flour , agavendick juice , concentrate (carrot , apple , schwarze-johannisberere)), full spelled grain swelled (5%) , full grain of wheat flakes roasted (5%) , apple-fine cut , from ecological farming",Germany,EUwest
2.91E+14,Blueberry rice waffles,"organic rice, organic apple juice concentrate, organic heideleler puree (1.3%), organic carot juice concentrate",Austria,EUwest
2.91E+14,Bio-Bio-Bianco White,"full milk (42%) , cream (26%) , pipe-pipe sugar , white chocolate (9%) (pipe tube sugar , cocoa butter , full milk powder , emulgator (lecithine), bourbon vanilla extract), egg yail , lean milk powder , glucose syrup ,coffee extract (0.4%) , low -fat cocoa powder, stabilizers (joannis bread core flour, guar gum), coloring food (carrot concentrate, apple concentrate), bourbon vanilla extract , from controlled ecological cultivation,the product",Germany,EUwest
2.91E+14,Crispybrot ereminal,"rice flour , almond flour (25%), sea salt, from organic cultivation",Germany,EUwest
2.91E+14,Mini chocolate filled cakes,"wheat syrup , wheat flour (20%) , rapeseed oil , eggs (16%) , cane sugar (10%) , chocolate (5%) (cocoa mass , sugar , cocoa butter , vanilla extract), inverted sugar syrup , natural aroma (contains alcohol), corn starch, lifting powders e341, e500, salt, natural vanilla flavor, cocoa extract , gelling it up pectins, acidity corrector e333, traces of nuts, milk and soy",France,EUwest
2.91E+14,Thai chicken noodles with caramelized soy sauce,"noodles cooked (30.8%) (water, durum wheat semolina), marinated chicken and cooked (10.7%) (chicken meat (10.4%) , salt, sugar, lemon juice), omelette (10.7%) (whole eggs, water, wheat flour, concentrated lemon juice, salt, thickening xanthan gum, turmeric, pepper), flat beans, carrots, onions, aromatic caramel (5.7%) (sugar, water), rapeseed oil, red peppers,honey, water, soy sauce (1.3%) (water, soy, wheat flour, salt), thai basil, fish sauce (fish, salt, water), concentrated lemon juice, garlic puree, corn starch, pureeof peppers (peppers, salt), wheat flour, curry spices, salt",France,EUwest
2.91E+14,Brownie with hazelnuts,"sugar, rapeseed oil, eggs whole, wheat flour, chocolate (7.7%) (sugar, cocoa paste, cocoa butter, emulsifier (sunflower lecithins), grilled noistes (6.3%) , stabilizing (sorbitols),cocoa powder, salt, lifting powders (diphosphates, sodium carbonates (contains ble)), conservative (potassium sorbate), aromas",France,EUwest
2.91E+14,Ticino bread of sils,"ble flour, water, sunflower oil, yeast, wheat protein, iodized kitchen salt, orge malt flour, acidity corrector sodium hydroxide, flour treatment agent ascorbic acid",Switzerland,EUwest
2.91E+14,hazelnut chocolate stakes,"rice semolina, wheat flour, oatmeal, full wheat flour, sugar, sunflower, coconut, powdered lactrum, cocoa powder, cocoa butter, hazelnuts",France,EUwest
2.91E+14,2 mini precious baguettes,"wheat flour (65%) , water, yeast, salt, fermented wheat flour (0.3%) , malted wheat flour 0.2.% , antioxidant ascorbic acid",France,EUwest
2.91E+14,Vollkorntoast - Full mie bread,"complete blue flour (58%) , water, wheat sourdough (ble flour, water), wheat flour, rapeseed oil, sugar, yeast, salt, acidity corrector sodium acetates",France,EUwest
2.91E+14,Maple creme cookies,"sugar, wheat flour, palm oil, canola oil, modified palm oil, maple syrup, inverted sugar, starch of but, malt soy lecithin, artificial aroma, salt, baking soda, caramel coloring, coloring (tartrazine), ammonium bicarbonate",France,EUwest
2.91E+14,BABY BISCUITS,"whole wheat flour, concentrated apple juice, rice flour, vegetable oils and fats, skimmed milk powder, raising agents, calcium carbonate, vitamin b1",Belgium,EUwest
2.91E+14,Cookies on Cookie Dough,"water, sugar, glucose syrup, oat syrup (water, oats (3%)), coconut oil, flour (wheat, whole grain wheat), vegetable oils (soy, rapeseed), brown sugar, corn starch, skimmed cocoa powder, pea protein, fava bean protein, cocoa mass, cocoa butter, stabilizers (guar gum, locust bean gum), salt, emulsifiers (lecithin (contains soya)), vanilla extract, molasses, raising agent (sodium bicarbonate)",Belgium,EUwest
2.91E+14,Fell 3 pasta,durum wheat semolina,France,EUwest
2.91E+14,Gressins Integrale,"ble flour, blank sound (7.5%), oil l, bg of yeast olive, sea salt, malted wheat flour,contains luten",France,EUwest
2.91E+14,Crunchy fruit muesli,"whole oatmeal (44%), sultanas dried grapes (16%) (sultanal raisins, sunflower oil), sugar, palm oil, cornflakes (5%) (4,cornmeal (8%), salt, barley malt extract, emulsifier lecithins (sunflower), 4,banana chips (5%) (3,banana (37%), coconut fat, sugar, natural banana flavour), 4,coconut chips (5%), cereal balls (4%) (pieces of corn, wheat flour , sugar, rice flour, salt), wheat flour, glucose syrup, pieces of dehydrated apples (2%) (1,apple pieces (98%), antioxidants citric acid, ascorbic acid), oligofructose, honey, barley malt extract, salt, caramelized sugar, cinnamon, natural aroma",Germany,EUwest
2.91E+14,Tortellini alla meat,"durum wheat , beef of the finished product (24%)), eggs of the finished product (18%)), breadcrumbs (wheat flour , salt, yeast), cheese amonggiano reggiano (milk, salt, tenders),hard cheese (milk , salt, rennet), sunflower oil , salt, garlic , spices , rosmarin , black pepper and quot",Belgium,EUwest
2.91E+14,Pralin gender galette,"ingredients puff pastry (49%) (preparation of wheat flour (wheat flour, gluten, wheat malt), butter, water, iodized kitchen salt), mass with almonds (39%) (cream with vanilla taste (50%) (preparation in powder powder (78%) (sugar, whole powdered milk, modified starchs of but, potato starch, geerer e 339, e 450 and e 516, thickening e 401, coloring carotenoides, aroma), water), preparation ofalmonds (50%) (sugar, soy, water, almonds (18%) , wheat starch, moist sorbitol, inverted sugar, glucose, lemon juice, kitchen salt, bitter almonds, preservative e 200, aromas, acidifying citric acid)), hazelnut nougatine (9%)hazelnuts (50%), sugar), syrup (water, sugar), liquid eggs (1%) (ground farming), lemon peel (0.4%) (lemon zest (100%)",Switzerland,EUwest
2.91E+14,ORIGINAL SHREDDED WHEAT®,whole grain wheat (100%),France,EUwest
